condition,condition_id,family,noise_id,noise_label,pos_std_mm,ori_std_deg,task,skill_state,skill_type,reached_count,completed_count,skill_success_rate,track_pos_cm,track_ori_deg,track_total,tracking_count,tracking_complete,tracking_source,tracking_rollouts_per_task,tracking_unavailable_reason
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,bulb-base-screw,screw,24,17,0.7083333333333334,13.437858226540596,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,hood-base-pick,pick,13,13,1.0,3.4884684986745165,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,hood-base-place,place,13,13,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,leg-top-insert,insert,34,33,0.9705882352941176,2.386418965912959,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,leg-top-pick,pick,34,34,1.0,1.8808429339531525,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,leg-top-place,place,34,34,1.0,1.5215302068992984,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,leg-top-screw,screw,33,32,0.9696969696969697,2.1424883419663177,,,2,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,2.6030087316980786,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,top-leg-push,push,36,34,0.9444444444444444,4.101589315876093,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,base-leg-insert,insert,18,18,1.0,2.719666098427695,,,3,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,base-leg-pick,pick,22,20,0.9090909090909091,3.439149742068371,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,base-leg-place,place,20,18,0.9,3.4930139049119466,,,4,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,base-leg-screw,screw,18,13,0.7222222222222222,1.6689584253505423,,,1,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,leg-top-insert,insert,28,27,0.9642857142857143,1.2798203203713188,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,leg-top-pick,pick,36,34,0.9444444444444444,2.7409875455854555,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,leg-top-place,place,34,28,0.8235294117647058,3.91765574744877,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,leg-top-screw,screw,27,22,0.8148148148148148,3.4005962304244566,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,top-leg-push,push,36,36,1.0,7.190925839378676,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,base-bulb-push,push,36,36,1.0,7.485267244960789,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,bulb-base-insert,insert,20,20,1.0,2.3814826046283897,,,2,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,bulb-base-pick,pick,36,34,0.9444444444444444,3.7137324465148875,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,bulb-base-place,place,34,20,0.5882352941176471,7.096919893938638,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,bulb-base-screw,screw,20,13,0.65,6.919469545976622,,,2,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,hood-base-pick,pick,11,11,1.0,2.854410977818889,,,2,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,hood-base-place,place,10,10,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,leg-top-insert,insert,31,31,1.0,5.0253763755606515,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,leg-top-pick,pick,32,32,1.0,3.338905550966706,,,4,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,leg-top-place,place,32,31,0.96875,3.2234689568676442,,,6,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,leg-top-screw,screw,30,30,1.0,4.436620347162545,,,1,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,3.4766208048633236,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,top-leg-push,push,36,32,0.8888888888888888,7.898771703276973,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,base-leg-insert,insert,15,14,0.9333333333333333,5.6678092066798555,,,4,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,base-leg-pick,pick,21,19,0.9047619047619048,2.859973260411748,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,base-leg-place,place,19,15,0.7894736842105263,3.415008683182842,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,base-leg-screw,screw,14,14,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,leg-top-insert,insert,26,26,1.0,2.7772828471115876,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,leg-top-pick,pick,36,28,0.7777777777777778,7.860416886768297,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,leg-top-place,place,28,26,0.9285714285714286,4.336883985631897,,,6,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,leg-top-screw,screw,26,21,0.8076923076923077,4.2827923886478585,,,5,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,top-leg-push,push,36,36,1.0,8.122179218967577,,,3,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,base-bulb-push,push,36,34,0.9444444444444444,7.28317812716405,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,bulb-base-insert,insert,22,22,1.0,3.0760729168844345,,,3,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,bulb-base-pick,pick,34,32,0.9411764705882353,4.893403156796837,,,7,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,bulb-base-place,place,32,22,0.6875,7.831758969661112,,,8,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,bulb-base-screw,screw,22,15,0.6818181818181818,6.829759094020316,,,1,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,hood-base-pick,pick,5,5,1.0,4.576603459216756,,,1,True,saved_rollouts_8,8,
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,hood-base-place,place,5,5,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,leg-top-insert,insert,30,30,1.0,0.5916142782498168,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,leg-top-insert,insert,33,33,1.0,17.22993138121584,,,33,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,leg-top-pick,pick,34,34,1.0,0.850645457545382,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,leg-top-pick,pick,33,33,1.0,22.9484076842867,,,33,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,leg-top-place,place,34,30,0.8823529411764706,1.0677084593081974,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,leg-top-place,place,33,33,1.0,18.43036079322445,,,33,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,leg-top-screw,screw,30,30,1.0,2.3950963143709925,,,2,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,leg-top-screw,screw,33,32,0.9696969696969697,42.206284612892276,,,33,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,1.738111670515809,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,24.090941255662525,,,36,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,top-leg-push,push,36,34,0.9444444444444444,4.875710019555947,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,top-leg-push,push,36,33,0.9166666666666666,12.105012106597453,,,36,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,base-leg-insert,insert,19,18,0.9473684210526315,2.2883452843407315,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,base-leg-insert,insert,15,15,1.0,4.90101054072715,,,15,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,base-leg-pick,pick,23,21,0.9130434782608695,4.911190139029955,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,base-leg-pick,pick,20,19,0.95,25.170550447452232,,,20,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,base-leg-place,place,21,19,0.9047619047619048,2.4225745715170786,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,base-leg-place,place,19,16,0.8421052631578947,4.4802864962593985,,,19,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,base-leg-screw,screw,18,16,0.8888888888888888,4.174220607959134,,,1,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,base-leg-screw,screw,15,14,0.9333333333333333,41.6790883305838,,,15,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,leg-top-insert,insert,29,29,1.0,0.8043679600080168,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,leg-top-insert,insert,23,23,1.0,3.825088858994631,,,23,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,leg-top-pick,pick,36,33,0.9166666666666666,2.268426274940712,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,leg-top-pick,pick,36,30,0.8333333333333334,23.605362568516203,,,36,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,leg-top-place,place,33,29,0.8787878787878788,1.290498180382903,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,leg-top-place,place,30,23,0.7666666666666667,4.0523268470825204,,,30,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,leg-top-screw,screw,29,23,0.7931034482758621,2.056775272442788,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,leg-top-screw,screw,23,20,0.8695652173913043,5.328719452984909,,,23,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,top-leg-push,push,36,36,1.0,7.306933076160567,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,top-leg-push,push,36,36,1.0,11.490962100215071,,,36,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,base-bulb-push,push,36,36,1.0,7.744541951580816,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,base-bulb-push,push,36,36,1.0,13.25315917552893,,,36,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,bulb-base-insert,insert,21,21,1.0,1.5294389777901243,,,4,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,bulb-base-insert,insert,22,22,1.0,11.668586517568352,,,22,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,bulb-base-pick,pick,36,34,0.9444444444444444,4.69134730625446,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,bulb-base-pick,pick,36,34,0.9444444444444444,16.46092755635992,,,36,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,bulb-base-place,place,34,21,0.6176470588235294,2.7057726350709075,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,bulb-base-place,place,34,22,0.6470588235294118,6.3606233403265655,,,34,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,bulb-base-screw,screw,21,12,0.5714285714285714,4.227280878247109,,,3,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,bulb-base-screw,screw,22,10,0.45454545454545453,25.920975531703473,,,22,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,hood-base-pick,pick,8,8,1.0,2.741163747472428,,,2,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,hood-base-pick,pick,6,6,1.0,16.947006340848127,,,6,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,hood-base-place,place,6,6,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,hood-base-place,place,6,6,1.0,48.637145838953295,,,6,False,full_evaluator_36_pre_workspace_filter,36,workspace filtering unavailable
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,leg-top-insert,insert,34,33,0.9705882352941176,0.7240960257871824,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,leg-top-pick,pick,35,35,1.0,1.0668641974939073,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,leg-top-place,place,35,34,0.9714285714285714,1.2531194516089268,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,leg-top-screw,screw,33,33,1.0,1.969313059570325,,,3,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,2.108691797336043,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,top-leg-push,push,36,35,0.9722222222222222,3.0907925723584593,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,base-leg-insert,insert,17,17,1.0,3.223377356300064,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,base-leg-pick,pick,19,18,0.9473684210526315,1.7262156863334148,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,base-leg-place,place,18,17,0.9444444444444444,3.027577721891994,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,base-leg-screw,screw,17,16,0.9411764705882353,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,leg-top-insert,insert,21,21,1.0,0.8191680488985994,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,leg-top-pick,pick,36,25,0.6944444444444444,3.35275929077242,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,leg-top-place,place,25,21,0.84,1.006115761740143,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,leg-top-screw,screw,21,19,0.9047619047619048,2.3006658757617293,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,top-leg-push,push,36,36,1.0,7.190704489599161,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,base-bulb-push,push,36,35,0.9722222222222222,6.958964692299402,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,bulb-base-insert,insert,20,20,1.0,1.5766142877381422,,,4,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,bulb-base-pick,pick,35,34,0.9714285714285714,2.1706205125995788,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,bulb-base-place,place,34,20,0.5882352941176471,4.026939244819307,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,bulb-base-screw,screw,20,13,0.65,12.892369416022722,,,4,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,hood-base-pick,pick,7,7,1.0,2.8162157688070106,,,2,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,hood-base-place,place,7,7,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,leg-top-insert,insert,33,32,0.9696969696969697,1.0744092726873302,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,leg-top-pick,pick,35,35,1.0,1.5093075481241627,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,leg-top-place,place,35,33,0.9428571428571428,1.625141706442292,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,leg-top-screw,screw,32,32,1.0,2.0314124178089905,,,1,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,2.1767941666879405,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,top-leg-push,push,36,35,0.9722222222222222,3.2548221503760577,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,base-leg-insert,insert,18,18,1.0,2.5225326279762332,,,3,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,base-leg-pick,pick,22,22,1.0,2.0458095474424227,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,base-leg-place,place,22,18,0.8181818181818182,4.022999151116846,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,base-leg-screw,screw,18,17,0.9444444444444444,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,leg-top-insert,insert,26,26,1.0,0.996651176751869,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,leg-top-pick,pick,36,30,0.8333333333333334,2.7533111355262934,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,leg-top-place,place,30,26,0.8666666666666667,4.1502032131271305,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,leg-top-screw,screw,26,22,0.8461538461538461,3.2320959734248413,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,top-leg-push,push,36,36,1.0,6.900117913106185,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,base-bulb-push,push,36,35,0.9722222222222222,7.776884862982211,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,bulb-base-insert,insert,23,23,1.0,1.1571543843412329,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,bulb-base-pick,pick,35,35,1.0,1.8165082296243904,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,bulb-base-place,place,35,23,0.6571428571428571,3.1477835041792064,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,bulb-base-screw,screw,23,18,0.782608695652174,16.222884190424363,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,hood-base-pick,pick,11,10,0.9090909090909091,3.7496241850575167,,,4,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,hood-base-place,place,10,10,1.0,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,leg-top-insert,insert,35,34,0.9714285714285714,1.8333817443956175,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,leg-top-pick,pick,35,35,1.0,2.3316294453670627,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,leg-top-place,place,35,35,1.0,2.7543459110720607,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,leg-top-screw,screw,34,33,0.9705882352941176,3.462640976388957,,,3,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,top-leg-pick,pick,36,36,1.0,3.2080188178260647,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,top-leg-push,push,36,35,0.9722222222222222,5.70387616825704,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,base-leg-insert,insert,13,13,1.0,2.468652342640863,,,1,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,base-leg-pick,pick,16,15,0.9375,3.463294473106673,,,3,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,base-leg-place,place,15,13,0.8666666666666667,4.328633026117731,,,3,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,base-leg-screw,screw,13,11,0.8461538461538461,,,,0,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,leg-top-insert,insert,23,22,0.9565217391304348,3.3977367231049453,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,leg-top-pick,pick,36,30,0.8333333333333334,2.5756016684688148,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,leg-top-place,place,30,23,0.7666666666666667,2.4491259162843715,,,6,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,leg-top-screw,screw,22,16,0.7272727272727273,3.7743479623034273,,,4,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,top-leg-push,push,36,36,1.0,7.1922497356106865,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,base-bulb-push,push,36,36,1.0,7.109135015119644,,,7,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,bulb-base-insert,insert,19,19,1.0,1.5984330585159068,,,5,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,bulb-base-pick,pick,36,36,1.0,3.436138930900659,,,8,True,saved_rollouts_8,8,
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,bulb-base-place,place,36,19,0.5277777777777778,3.562994096346185,,,8,True,saved_rollouts_8,8,
