condition,condition_id,family,noise_id,noise_label,pos_std_mm,ori_std_deg,task,skill_type,reached_count,completed_count,skill_success_rate,track_pos_cm,track_ori_deg,track_total,tracking_count,tracking_complete
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,pick,68,68,1.0,3.4265425307190993,,,11,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,one_leg,place,35,32,0.9142857142857143,0.859588048027536,,,7,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,place,34,31,0.9117647058823529,18.572523185240193,,,34,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,one_leg,place,34,33,0.9705882352941176,1.191887266974359,,,6,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,one_leg,place,33,32,0.9696969696969697,1.6147287936274513,,,7,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,place,34,34,1.0,1.5215302068992984,,,8,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,place,32,31,0.96875,3.223468956867644,,,6,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,one_leg,insert,32,31,0.96875,0.7675528115255689,,,7,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,insert,31,30,0.967741935483871,18.590377122678714,,,31,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,one_leg,insert,33,31,0.9393939393939394,1.0241876141720276,,,6,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,one_leg,insert,32,31,0.96875,1.1742724056788776,,,7,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,insert,34,33,0.9705882352941176,2.386418965912959,,,8,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,insert,31,31,1.0,5.0253763755606515,,,5,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,one_leg,screw,31,31,1.0,1.8084892849353649,,,1,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,screw,30,29,0.9666666666666667,49.43948410431987,,,30,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,one_leg,screw,31,31,1.0,1.730968767300111,,,1,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,one_leg,screw,31,30,0.967741935483871,2.1796785279636106,,,1,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,one_leg,screw,33,32,0.9696969696969697,2.1424883419663177,,,2,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,one_leg,screw,30,30,1.0,4.436620347162545,,,1,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,round_table,push,36,36,1.0,7.2835804608073635,,,8,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,round_table,push,36,36,1.0,11.739471676901909,,,36,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,round_table,push,36,36,1.0,7.114820254795721,,,7,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,round_table,push,36,36,1.0,7.249422445789746,,,5,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,push,36,36,1.0,7.190925839378676,,,5,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,push,36,36,1.0,8.122179218967577,,,3,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,round_table,pick,58,49,0.8448275862068966,2.321833408391151,,,13,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,round_table,pick,59,56,0.9491525423728814,24.995369131204423,,,59,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,round_table,pick,60,51,0.85,3.3088384319993254,,,14,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,round_table,pick,56,50,0.8928571428571429,2.2777890354373436,,,13,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,pick,58,54,0.9310344827586207,3.0095114673096535,,,13,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,pick,57,47,0.8245614035087719,5.776898709119735,,,12,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,round_table,place,49,40,0.8163265306122449,2.357078514068967,,,10,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,round_table,place,56,50,0.8928571428571429,3.770008258335172,,,56,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,round_table,place,51,41,0.803921568627451,1.9485702807727086,,,11,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,round_table,place,50,41,0.82,2.006087094980996,,,13,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,place,54,46,0.8518518518518519,3.776108466603162,,,12,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,place,47,41,0.8723404255319149,3.917849757245963,,,11,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,round_table,insert,40,39,0.975,1.6326239315733366,,,9,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,round_table,insert,50,49,0.98,4.229984303323965,,,50,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,round_table,insert,41,41,1.0,1.1182065218859716,,,9,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,round_table,insert,41,40,0.975609756097561,1.6633909074503008,,,10,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,insert,46,45,0.9782608695652174,1.81976248714246,,,8,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,insert,41,40,0.975609756097561,4.061961229141929,,,9,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,round_table,screw,39,33,0.8461538461538461,2.0284620659118078,,,6,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,round_table,screw,49,37,0.7551020408163265,11.004990160746805,,,49,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,round_table,screw,41,38,0.926829268292683,2.041763634389013,,,8,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,round_table,screw,40,33,0.825,2.8697163157916212,,,7,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,round_table,screw,45,35,0.7777777777777778,3.111989929578804,,,6,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,round_table,screw,40,35,0.875,4.2827923886478585,,,5,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,lamp,push,36,36,1.0,7.425217078594909,,,8,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,lamp,push,36,36,1.0,12.98265819484549,,,36,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,lamp,push,36,36,1.0,7.542696528427858,,,8,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,push,36,36,1.0,7.3706044351942275,,,8,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,push,36,36,1.0,7.485267244960789,,,7,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,push,36,34,0.9444444444444444,7.28317812716405,,,7,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,lamp,pick,49,47,0.9591836734693877,2.519197541795979,,,12,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,lamp,pick,44,44,1.0,16.58035221915853,,,44,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,lamp,pick,47,45,0.9574468085106383,5.014022600327403,,,9,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,pick,49,48,0.9795918367346939,2.510231414941118,,,13,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,pick,47,45,0.9574468085106383,3.541868152775688,,,10,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,pick,39,37,0.9487179487179487,4.853803194599327,,,8,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,lamp,place,45,32,0.7111111111111111,3.9779439679347703,,,8,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,lamp,place,44,29,0.6590909090909091,15.99661472206036,,,44,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,lamp,place,45,36,0.8,1.9170660821973013,,,8,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,place,48,37,0.7708333333333334,1.494926175074535,,,8,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,place,44,30,0.6818181818181818,7.096919893938638,,,8,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,place,37,27,0.7297297297297297,7.831758969661112,,,8,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,lamp,insert,22,22,1.0,1.5264486121069156,,,6,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,lamp,insert,21,21,1.0,13.060170549974819,,,21,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,lamp,insert,26,26,1.0,1.4257343113869114,,,6,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,insert,24,24,1.0,1.4195245091051027,,,7,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,insert,20,20,1.0,2.3814826046283897,,,2,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,insert,22,22,1.0,3.0760729168844345,,,3,True
rgbd+colored GP,colored_gp,point,n0,0mm,0.0,0.0,lamp,screw,22,15,0.6818181818181818,8.344379753382338,,,6,True
rgbd+colored GP,colored_gp,point,shuffle,shuffled-guidance,0.0,0.0,lamp,screw,21,13,0.6190476190476191,26.84254121228351,,,21,False
rgbd+colored GP,colored_gp,point,n1,3mm,3.0,0.0,lamp,screw,26,15,0.5769230769230769,16.985353353633602,,,4,True
rgbd+colored GP,colored_gp,point,n2,6mm,6.0,0.0,lamp,screw,24,17,0.7083333333333334,13.437858226540596,,,7,True
rgbd+colored GP,colored_gp,point,n3,12mm,12.0,0.0,lamp,screw,20,13,0.65,6.919469545976622,,,2,True
rgbd+colored GP,colored_gp,point,n4,24mm,24.0,0.0,lamp,screw,22,15,0.6818181818181818,6.829759094020316,,,1,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,push,36,34,0.9444444444444444,4.875710019555947,,,8,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,push,36,33,0.9166666666666666,12.105012106597453,,,36,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,push,36,35,0.9722222222222222,3.0907925723584593,,,8,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,push,36,35,0.9722222222222222,3.2548221503760577,,,8,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,push,36,35,0.9722222222222222,5.70387616825704,,,8,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,one_leg,push,36,34,0.9444444444444444,5.667779951182491,,,7,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,pick,70,70,1.0,1.3239607711296097,,,15,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,pick,69,69,1.0,23.54451215630887,,,69,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,pick,71,71,1.0,1.587777997414975,,,16,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,pick,71,71,1.0,1.8430508574060516,,,16,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,pick,71,71,1.0,2.803531415152679,,,13,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,one_leg,pick,70,70,1.0,4.263611309324182,,,11,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,place,34,30,0.8823529411764706,1.0677084593081974,,,7,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,place,33,33,1.0,18.43036079322445,,,33,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,place,35,34,0.9714285714285714,1.2531194516089268,,,8,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,place,35,33,0.9428571428571428,1.625141706442292,,,8,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,place,35,35,1.0,2.7543459110720607,,,7,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,one_leg,place,34,29,0.8529411764705882,3.2961685179486446,,,8,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,insert,30,30,1.0,0.5916142782498168,,,6,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,insert,33,33,1.0,17.22993138121584,,,33,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,insert,34,33,0.9705882352941176,0.7240960257871824,,,8,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,insert,33,32,0.9696969696969697,1.0744092726873302,,,6,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,insert,35,34,0.9714285714285714,1.8333817443956175,,,7,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,one_leg,insert,29,27,0.9310344827586207,4.593731485761948,,,6,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,one_leg,screw,30,30,1.0,2.3950963143709925,,,2,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,one_leg,screw,33,32,0.9696969696969697,42.206284612892276,,,33,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,one_leg,screw,33,33,1.0,1.969313059570325,,,3,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,one_leg,screw,32,32,1.0,2.0314124178089905,,,1,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,one_leg,screw,34,33,0.9705882352941176,3.462640976388957,,,3,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,one_leg,screw,27,26,0.9629629629629629,3.392604850359563,,,1,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,push,36,36,1.0,7.306933076160567,,,8,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,push,36,36,1.0,11.490962100215071,,,36,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,push,36,36,1.0,7.190704489599161,,,7,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,push,36,36,1.0,6.900117913106184,,,5,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,push,36,36,1.0,7.192249735610686,,,5,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,round_table,push,36,36,1.0,7.894763096781642,,,3,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,pick,59,54,0.9152542372881356,3.501716078182359,,,15,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,pick,56,49,0.875,24.164358239564784,,,56,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,pick,55,43,0.7818181818181819,2.5937056087008843,,,15,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,pick,58,52,0.896551724137931,2.4500961692046346,,,14,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,pick,52,45,0.8653846153846154,2.841909509860172,,,10,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,round_table,pick,58,53,0.9137931034482759,4.977839248701126,,,12,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,place,54,48,0.8888888888888888,1.7621966766888093,,,12,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,place,49,39,0.7959183673469388,4.218270384518453,,,49,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,place,43,38,0.8837209302325582,2.0168467418160687,,,14,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,place,52,44,0.8461538461538461,4.095687186551294,,,14,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,place,45,36,0.8,3.0756282862288247,,,9,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,round_table,place,53,46,0.8679245283018868,4.814304007268958,,,12,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,insert,48,47,0.9791666666666666,1.422691845146648,,,12,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,insert,38,38,1.0,4.249794785994309,,,38,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,insert,38,38,1.0,1.9288031138531214,,,13,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,insert,44,44,1.0,1.5052783271599905,,,9,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,insert,36,35,0.9722222222222222,3.2428893263609315,,,6,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,round_table,insert,46,44,0.9565217391304348,3.6253627746339356,,,10,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,round_table,screw,47,39,0.8297872340425532,2.3214559393823313,,,8,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,round_table,screw,38,34,0.8947368421052632,19.67754927308974,,,38,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,round_table,screw,38,35,0.9210526315789473,2.3006658757617293,,,7,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,round_table,screw,44,39,0.8863636363636364,3.232095973424842,,,6,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,round_table,screw,35,27,0.7714285714285715,3.7743479623034273,,,4,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,round_table,screw,44,38,0.8636363636363636,5.791140791838933,,,7,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,push,36,36,1.0,7.744541951580816,,,8,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,push,36,36,1.0,13.25315917552893,,,36,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,push,36,35,0.9722222222222222,6.958964692299402,,,8,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,push,36,35,0.9722222222222222,7.776884862982211,,,8,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,push,36,36,1.0,7.1091350151196435,,,7,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,lamp,push,36,36,1.0,7.515467676046016,,,7,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,pick,44,42,0.9545454545454546,4.301310594498053,,,10,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,pick,42,40,0.9523809523809523,16.53036738271538,,,42,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,pick,42,41,0.9761904761904762,2.299739563841065,,,10,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,pick,46,45,0.9782608695652174,2.460880214768766,,,12,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,pick,44,42,0.9545454545454546,3.5373190489091533,,,10,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,lamp,pick,43,41,0.9534883720930233,5.309154309730946,,,9,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,place,40,27,0.675,2.7057726350709075,,,7,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,place,40,28,0.7,12.702101715120573,,,40,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,place,41,27,0.6585365853658537,4.026939244819307,,,8,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,place,45,33,0.7333333333333333,3.1477835041792064,,,8,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,place,42,25,0.5952380952380952,3.562994096346185,,,8,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,lamp,place,41,30,0.7317073170731707,7.892987005450556,,,9,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,insert,21,21,1.0,1.5294389777901243,,,4,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,insert,22,22,1.0,11.66858651756835,,,22,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,insert,20,20,1.0,1.5766142877381422,,,4,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,insert,23,23,1.0,1.1571543843412329,,,7,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,insert,19,19,1.0,1.5984330585159068,,,5,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,lamp,insert,24,24,1.0,3.31450799905232,,,5,True
rgbd+GP+skill,gp_skill,point,n0,0mm,0.0,0.0,lamp,screw,21,12,0.5714285714285714,4.227280878247109,,,3,True
rgbd+GP+skill,gp_skill,point,shuffle,shuffled-guidance,0.0,0.0,lamp,screw,22,10,0.45454545454545453,25.920975531703473,,,22,False
rgbd+GP+skill,gp_skill,point,n1,3mm,3.0,0.0,lamp,screw,20,13,0.65,12.892369416022722,,,4,True
rgbd+GP+skill,gp_skill,point,n2,6mm,6.0,0.0,lamp,screw,23,18,0.782608695652174,16.222884190424363,,,5,True
rgbd+GP+skill,gp_skill,point,n3,12mm,12.0,0.0,lamp,screw,19,12,0.631578947368421,8.500158572642427,,,3,True
rgbd+GP+skill,gp_skill,point,n4,24mm,24.0,0.0,lamp,screw,24,10,0.4166666666666667,17.815044178764204,,,5,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,push,36,29,0.8055555555555556,5.21310324611383,22.445106941876286,9.702124634489088,8,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,push,36,33,0.9166666666666666,9.517263187995887,30.969817591816756,15.711226706359238,36,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,push,36,34,0.9444444444444444,3.2896165478243136,11.885801308440591,5.666776809512431,8,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,push,36,31,0.8611111111111112,5.275533562783017,25.07049793781154,10.289633150345324,8,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,push,36,33,0.9166666666666666,5.33592976793119,32.860797843713186,11.908089336673827,7,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,push,36,34,0.9444444444444444,5.678977303202714,37.12113469500391,13.103204242203494,7,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,pick,65,65,1.0,2.1668263500397433,16.63564618284879,5.493955586609502,15,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,pick,69,69,1.0,23.3712833176576,104.86319329833954,44.34392197732551,69,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,pick,70,70,1.0,1.7156222046208605,14.845748490752221,4.684771902771305,16,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,pick,67,67,1.0,2.213129874897444,17.857529361107822,5.784635747119008,15,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,pick,69,69,1.0,5.088268017106698,18.530335429768808,8.79433510306046,14,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,pick,70,70,1.0,4.262654552690944,30.69020942291568,10.400696437274078,11,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,place,29,29,1.0,0.7977634151737908,10.01193786445051,2.8001509880638933,7,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,place,33,30,0.9090909090909091,17.244814998719864,66.9447686194132,30.633768722602497,33,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,place,34,34,1.0,1.1814605922515324,10.006274327645418,3.182715457780616,8,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,place,31,30,0.967741935483871,1.599755420932613,11.862532002623741,3.9722618214573617,7,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,place,33,32,0.9696969696969697,2.117336856464507,16.696931502058703,5.456723156876248,7,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,place,34,31,0.9117647058823529,3.491233009192455,34.59711239899673,10.4106554889918,8,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,insert,29,28,0.9655172413793104,0.5065756827419284,5.715399648094127,1.649655612360754,7,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,insert,30,27,0.9,19.010988535564895,70.87446922109353,33.185882379783614,30,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,insert,34,34,1.0,0.8251322396299015,7.277819837890672,2.280696207208036,8,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,insert,30,29,0.9666666666666667,1.2257193012155392,10.422960574558033,3.310311416127146,7,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,insert,32,32,1.0,1.5824671145489937,16.84065812775125,4.950598740099243,6,True
rgbd+grasp-part,grasp_part,grasp-part,n4,24mm/20deg,24.0,20.0,one_leg,insert,31,30,0.967741935483871,3.78677940829773,37.37440195441967,11.261659799181663,8,True
rgbd+grasp-part,grasp_part,grasp-part,n0,0mm/0deg,0.0,0.0,one_leg,screw,28,27,0.9642857142857143,2.275983288563662,17.407725265136854,5.7575283415910326,2,True
rgbd+grasp-part,grasp_part,grasp-part,shuffle,shuffled-guidance,0.0,0.0,one_leg,screw,27,27,1.0,49.62551252983989,37.08685033336498,57.04288259651288,27,False
rgbd+grasp-part,grasp_part,grasp-part,n1,3mm/2.5deg,3.0,2.5,one_leg,screw,34,34,1.0,1.5439293061997208,20.741033640420994,5.692136034283919,3,True
rgbd+grasp-part,grasp_part,grasp-part,n2,6mm/5deg,6.0,5.0,one_leg,screw,29,29,1.0,2.489092076211091,50.53624783897149,12.596341644005388,1,True
rgbd+grasp-part,grasp_part,grasp-part,n3,12mm/10deg,12.0,10.0,one_leg,screw,32,32,1.0,3.8273132653186237,20.664379431724004,7.960189151663425,1,True
